所属概念,所属概念数量,market_code,股票代码,code
生物质能发电;固废处理;污水处理;绿色电力;国企改革;PPP概念;金属回收;垃圾分类;黄金概念;金属铜,10,33,002479.SZ,002479
虚拟电厂;智能电网;换电概念;风电;电力物联网;垃圾分类;光伏建筑一体化;碳中和;建筑节能;氢能源;核电;储能;机器人概念;数据中心;智慧城市;华为概念;安防;数字经济;人工智能;5G;智慧政务;信创;股权转让(并购重组),23,33,002090.SZ,002090
跨境电商;新能源汽车;专精特新;人民币贬值受益;比亚迪概念,5,17,603201.SH,603201
注册制次新股;高端装备;专精特新;一带一路;中俄贸易概念;人民币贬值受益;海峡两岸;俄乌冲突概念;深股通;新股与次新股;融资融券,11,33,001233.SZ,001233
新股与次新股;融资融券,2,151,920121.BJ,920121
流感;仿制药一致性评价;维生素;阿尔茨海默概念;肝炎概念;创新药;猴痘概念;三胎概念;细胞免疫治疗;养老概念;融资融券,11,33,301130.SZ,301130
ETC;物联网;智慧城市;食品安全;烟草;无人零售;粤港澳大湾区;信创;人工智能;无人机;车联网(车路协同);机器人概念;创投;AI智能体;一带一路;电子身份证;芯片概念;宠物经济;虚拟数字人;IP经济(谷子经济);融资融券;深股通,22,33,002161.SZ,002161
核污染防治;水利;新型城镇化;物联网;智慧城市;污水处理;海工装备;专精特新;碳中和;数字经济;数据要素;AIGC概念;融资融券,13,17,688671.SH,688671
福建自贸区;海峡两岸;垃圾分类;PPP概念;污水处理;固废处理;绿色电力;国企改革,8,17,603817.SH,603817
融资融券;专精特新;体育产业,3,151,920527.BJ,920527
创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,5,17,601089.SH,601089
天然气;氢能源;国企改革;一带一路;专精特新;股权转让(并购重组);融资融券,7,17,603318.SH,603318
物业管理;碳交易;上海国企改革;光伏建筑一体化;绿色电力;国企改革;充电桩;无人驾驶;股权转让(并购重组),9,17,600834.SH,600834
粮食概念;预制菜;深圳国企改革;冷链物流;国企改革;一带一路;数字乡村;深股通,8,33,000019.SZ,000019
同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,5,17,601988.SH,601988
物业管理;租售同权;芯片概念;沪股通,4,17,600605.SH,600605
乳业;乡村振兴;统一大市场;三胎概念;冷链物流;玉米;国企改革;粤港澳大湾区,8,33,002732.SZ,002732
智能音箱;2025年报预增;智能家居;消费电子概念;无线耳机;粤港澳大湾区;横琴新区;跨境电商;星闪概念;汽车电子;物联网;华为概念;绿色电力,13,33,002888.SZ,002888
同花顺中特估100;航运概念;国企改革;央企国企改革;一带一路;回购增持再贷款概念;深股通;融资融券;粤港澳大湾区,9,33,001872.SZ,001872
柔性直流输电;特高压;智能电网;高压快充;充电桩;储能;高端装备;新能源汽车;回购增持再贷款概念;融资融券,10,17,688517.SH,688517
免税店;预制菜;冷链物流;统一大市场;IP经济(谷子经济);跨境电商;农业种植;乡村振兴;智能物流;国企改革;抖音概念(字节概念);腾讯概念;一带一路;可降解塑料;深股通,15,33,000759.SZ,000759
证金持股;参股保险;沪股通;融资融券,4,17,601169.SH,601169
网约车;EDR概念;时空大数据;车联网(车路协同);参股银行;低空经济;人脸识别;无人机;无人驾驶;数据要素;长安汽车概念;鸿蒙概念;人工智能;智能座舱;粤港澳大湾区;百度概念;汽车电子;新能源汽车;比亚迪概念;算力租赁;东数西算(算力);5G;融资融券,23,33,002355.SZ,002355
期货概念;数字经济;参股券商;沪股通,4,17,603093.SH,603093
统一大市场;航运概念;光伏建筑一体化;国企改革;绿色电力;天然气;一带一路;横琴新区;广东自贸区;粤港澳大湾区;风电;深股通,12,33,000507.SZ,000507
三胎概念;参股银行;国企改革;跨境电商;物业管理;一带一路;网红经济;上海国企改革;上海自贸区;融资融券,10,17,600630.SH,600630
军民融合;成飞概念;大飞机;国产航母;商业航天;卫星导航;军工;低空经济;无人机;车联网(车路协同);量子科技;6G概念;机器人概念;核电;华为概念;换电概念;专精特新;可控核聚变;新能源汽车;5G;国企改革;充电桩;比亚迪概念;光伏概念;数据中心;特斯拉概念;芯片概念;储能;智能电网;光纤概念;高压快充;铜缆高速连接;液冷服务器;共封装光学(CPO);深股通;融资融券;中字头股票,37,33,002179.SZ,002179
参股券商;深圳国企改革;PPP概念;参股银行;国企改革;固废处理;汽车拆解概念;粤港澳大湾区;风电;百度概念;沪股通;融资融券,12,17,600548.SH,600548
成飞概念;大飞机;航空发动机;商业航天;军民融合;军工;碳纤维;无人机;国企改革;培育钻石;融资融券,11,33,002297.SZ,002297
专精特新;高端装备;碳纤维;融资融券,4,33,001395.SZ,001395
家用电器;新型工业化;数据中心;机器人概念;风电;锂电池概念;军工;工业互联网;新股与次新股;融资融券,10,151,920080.BJ,920080
物业管理;ST板块;文化传媒概念;国企改革,4,22,600136.SH,600136
页岩气;俄乌冲突概念;天然气;污水处理;PPP概念;净水概念;创投;京津冀一体化;融资融券;深股通,10,33,300332.SZ,300332
光伏概念;超超临界发电;风电;氢能源;海工装备;高端装备;储能;核电;燃料电池;回购增持再贷款概念;一带一路;央企国企改革;国企改革;京津冀一体化;机器人概念;DeepSeek概念;沪股通;融资融券,18,17,601226.SH,601226
三胎概念;C2M概念;沪股通;融资融券,4,17,603193.SH,603193
农业种植;乡村振兴;海峡两岸;融资融券,4,33,300908.SZ,300908
金属铅;金属铜;金属锌;小金属概念;农村电商;农机;盐湖提锂;储能;乡村振兴;减速器;数字乡村;融资融券,12,33,000816.SZ,000816
一带一路;跨境支付(CIPS);融资融券;深股通,4,33,002948.SZ,002948
专精特新;新型工业化;沪股通;融资融券,4,17,603325.SH,603325
国产航母;大飞机;军民融合;央企国企改革;军工;低空经济;无人机;高端装备;飞行汽车(eVTOL);国企改革;黑龙江自贸区;沪股通;融资融券;中字头股票,14,17,600038.SH,600038
磷化工;化肥;大豆;氟化工概念;生态农业;农村电商;锂电池概念;乡村振兴;深股通;融资融券;数字乡村,11,33,000902.SZ,000902
互联网金融;沪股通,2,17,601528.SH,601528
海峡两岸;互联网金融;融资融券,3,17,603696.SH,603696
海峡两岸;三胎概念;融资融券,3,33,300955.SZ,300955
绿色电力;雅下水电概念;风电;2025年报预增;储能;核电;国企改革;央企国企改革;沪股通;融资融券,10,17,601991.SH,601991
PEEK材料;汽车热管理;碳纤维;人形机器人;新能源汽车;特斯拉概念;比亚迪概念;3D打印;机器人概念;专精特新;家用电器;充电桩;小米概念;储能;可降解塑料;高铁;无人机;毫米波雷达;低空经济;特高压;5G;回购增持再贷款概念;2025年报预增,23,33,300644.SZ,300644
物业管理;新型城镇化;国企改革;证金持股;央企国企改革;粤港澳大湾区;深股通;融资融券,8,33,000031.SZ,000031
西部大开发;融资融券;机器人概念;新能源汽车;新型工业化;工业母机;工业互联网;专精特新,8,151,920578.BJ,920578
海峡两岸;融资融券;新能源汽车;人民币贬值受益;专精特新,5,151,920000.BJ,920000
智能医疗;ST板块;人工智能;安防;高铁;人脸识别;京津冀一体化;雄安新区;车联网(车路协同);网络安全;数据要素;智慧城市;军工;数字经济;无人机;多模态AI;语音技术;信创;军工信息化;低空经济,20,33,003004.SZ,003004
消费电子概念;无人机;数据中心;3D打印;锂电池概念;风电;融资融券;海工装备;固态电池;军工,10,151,920871.BJ,920871
固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通,9,33,300769.SZ,300769
房屋检测;建筑节能;装配式建筑;新型城镇化;地下管网;水利;光伏建筑一体化;车联网(车路协同);储能;空间计算;智慧城市;污水处理;一带一路;数字乡村;乡村振兴;西部大开发;绿色电力;人工智能;数据中心;数字经济;DeepSeek概念;数据要素;AIGC概念;融资融券,24,33,301027.SZ,301027
家用电器;一带一路;深股通;融资融券,4,33,002032.SZ,002032
融资融券,1,33,301088.SZ,301088
航运概念;国企改革;中俄贸易概念;一带一路;融资融券,5,17,600798.SH,600798
供销社;农业种植;粮食概念;乡村振兴;化肥;农机;智能物流;数字乡村;低空经济;数字经济;无人机;2025年报预增,12,33,002999.SZ,002999
中船系;国产航母;军民融合;中字头股票;海工装备;央企国企改革;军工;高端装备;风电;DeepSeek概念;国企改革;一带一路;航运概念;同花顺中特估100;2025年报预增;2025三季报预增;同花顺出海50;股权转让(并购重组);沪股通;融资融券,20,17,600150.SH,600150
成飞概念;军民融合;航空发动机;军工;低空经济;高端装备;央企国企改革;华为汽车;传感器;长安汽车概念;汽车热管理;国企改革;小米汽车;新能源汽车;华为概念;西部大开发;比亚迪概念;小米概念;储能;华为数字能源;融资融券;沪股通,22,17,600523.SH,600523
丙烯酸;PVDF概念;氟化工概念;煤化工概念;消毒剂;锂电池概念;芯片概念;回购增持再贷款概念;国企改革;新疆振兴;上海国企改革;创投;参股券商;DeepSeek概念;沪股通;超级品牌;融资融券,17,17,600623.SH,600623
国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,8,17,688126.SH,688126
煤化工概念;碳交易;绿色电力;新疆振兴;风电;回购增持再贷款概念;国企改革;天津自贸区;储能;京津冀一体化;华为数字能源;DeepSeek概念;数字经济;智慧城市;华为概念;算力租赁;东数西算(算力);沪股通;融资融券,19,17,600821.SH,600821
农业种植;乡村振兴,2,33,002852.SZ,002852
国企改革;统一大市场;航运概念;智能物流;创投;数字经济;长三角一体化;数字货币;数据要素;沪股通,10,17,600794.SH,600794
一带一路;融资融券;粤港澳大湾区;专精特新,4,151,920957.BJ,920957
流感;医药电商;维生素;创新药;仿制药一致性评价;医疗器械概念;冷链物流;粤港澳大湾区;深股通;融资融券,10,33,000078.SZ,000078
NMN概念;维生素;合成生物;医美概念;医药电商;人民币贬值受益;跨境电商;海峡两岸;福建自贸区;深股通;融资融券,11,33,002626.SZ,002626
创新药;减肥药;生物疫苗;仿制药一致性评价;流感;猴痘概念;细胞免疫治疗;阿尔茨海默概念;辅助生殖;青蒿素;医美概念;民营医院;医疗器械概念;智能医疗;家庭医生;证金持股;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,21,17,600196.SH,600196
流感;猴痘概念;肝炎概念;基因测序;辅助生殖;食品安全;医疗器械概念;智能医疗;创投;DeepSeek概念;专精特新;股权转让(并购重组);融资融券;深股通,14,33,002932.SZ,002932
医疗器械概念;专精特新;小米汽车;新能源汽车;血氧仪;比亚迪概念;小米概念;特斯拉概念;低空经济;军工;华为概念;军民融合;融资融券,13,33,301552.SZ,301552
福建自贸区;海峡两岸;参股银行;参股保险;国企改革;回购增持再贷款概念;融资融券;沪股通,8,17,600033.SH,600033
6G概念;WiFi 6;5G;芯片概念;华为概念;专精特新;卫星导航;2025年报预增;商业航天;新能源汽车;国家大基金持股;沪股通;融资融券,13,17,688182.SH,688182
三胎概念;宠物经济;跨境电商;养老概念;医疗器械概念;专精特新;融资融券,7,33,301009.SZ,301009
网红经济;人造肉;乡村振兴;海峡两岸;一带一路;回购增持再贷款概念;深股通,7,33,003000.SZ,003000
家用电器;短剧游戏;沪股通;融资融券,4,17,603868.SH,603868
盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,7,17,600773.SH,600773
绿色电力;乡村振兴;国企改革;央企国企改革;西部大开发;2025三季报预增;2025年报预增;深股通;融资融券,9,33,002039.SZ,002039
深股通;融资融券,2,33,002936.SZ,002936
超级品牌;长三角一体化;深股通;融资融券,4,33,002568.SZ,002568
AI应用;预制菜;融资融券;职业教育;网红经济;数字经济;体育产业;京津冀一体化;DeepSeek概念,9,151,920429.BJ,920429
自由贸易港;航运概念;统一大市场;冷链物流;国企改革;天然气;一带一路;回购增持再贷款概念;乡村振兴;西部大开发;机器人概念;安防;华为概念;星闪概念;DeepSeek概念;人工智能;区块链;深股通;融资融券,19,33,000582.SZ,000582
猪肉;同花顺漂亮100;参股银行;乡村振兴;合成生物;深股通;融资融券;回购增持再贷款概念,8,33,002714.SZ,002714
融资融券;跨境电商;航运概念;统一大市场;一带一路;中韩自贸区,6,151,920351.BJ,920351
新型工业化;富士康概念;苹果概念;PCB概念;高端装备;机器人概念;锂电池概念;消费电子概念;机器视觉;智能穿戴;虚拟现实;人工智能;空间计算;数字经济;融资融券,15,33,301512.SZ,301512
养鸡;猪肉;乳业;回购增持再贷款概念;深股通;融资融券,6,33,002458.SZ,002458
创新药;沪股通;融资融券,3,17,688382.SH,688382
猴痘概念;流感;肝炎概念;合成生物;融资融券,5,33,301089.SZ,301089
专精特新;高端装备;一带一路;融资融券,4,17,688633.SH,688633
共同富裕示范区;国企改革;消毒剂;氢能源;石墨烯;工业互联网;沪股通;股权转让(并购重组),8,17,603213.SH,603213
天然气;海工装备;专精特新;融资融券,4,151,920082.BJ,920082
柔性直流输电;特高压;智能电网;风电;核电;充电桩;海工装备;氢能源;一带一路;无人机;5G;数字经济;深股通;融资融券,14,33,002498.SZ,002498
融资融券;消费电子概念;小米概念;安防;华为概念;华为手机,6,151,920395.BJ,920395
ChatGPT概念;AIGC概念;财税数字化;AI智能体;AI应用;云计算;华为鲲鹏;阿里巴巴概念;智慧政务;数据要素;鸿蒙概念;蚂蚁集团概念;信创;中国AI 50;人工智能;DeepSeek概念;数字经济;智慧城市;融资融券;沪股通,20,17,603171.SH,603171
PPP概念;污水处理;参股银行;绿色电力;国企改革;水利;智慧城市;沪股通;融资融券,9,17,601199.SH,601199
绿色电力;超超临界发电;抽水蓄能;参股券商;国企改革;风电;西部大开发;储能;创投;人工智能;DeepSeek概念;沪股通;融资融券,13,17,600310.SH,600310
