所属概念,market_code,所属概念数量,股票代码,code
免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,17,6,600778.SH,600778
特色小镇;低空经济;京津冀一体化;雄安新区;智慧城市;PPP概念;人工智能;DeepSeek概念;新型城镇化;沪股通;融资融券;股权转让(并购重组),17,12,600340.SH,600340
人形机器人;新型工业化;华为汽车;长安汽车概念;富士康概念;特斯拉概念;无人零售;机器人概念;新能源汽车;比亚迪概念;工业互联网;腾讯概念;光伏概念;智能物流;车联网(车路协同);无人驾驶;储能;垃圾分类;风电;汽车拆解概念;锂电池概念;动力电池回收;固废处理;脑机接口;金属回收;金属镍;金属钴;小金属概念;深股通;融资融券,33,30,002009.SZ,002009
智能电网;风电;充电桩;核电;燃料电池;光伏概念;军工;西部大开发;商业航天;国企改革;融资融券,17,11,600192.SH,600192
三胎概念;医美概念;医疗器械概念;跨境电商;创新药;创投;智能医疗;人工智能;西部大开发;AI应用;深股通;融资融券,33,12,300957.SZ,300957
租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;元宇宙;人工智能;DeepSeek概念;ChatGPT概念;空间计算;AI应用;融资融券,33,13,300947.SZ,300947
物业管理;风电;绿色电力;储能;回购增持再贷款概念;证金持股;深股通;融资融券,33,8,000631.SZ,000631
减速器;人形机器人;汽车热管理;华为汽车;新型工业化;传感器;新能源汽车;机器人概念;无人驾驶;燃料电池;汽车电子;机器视觉;毫米波雷达;人民币贬值受益;脑机接口;医疗器械概念;锂电池概念;固态电池;共同富裕示范区;人工智能;氢能源;DeepSeek概念;眼科医疗;AI智能体;沪股通;融资融券,17,26,688306.SH,688306
装配式建筑;新型城镇化;NMN概念;雄安新区;一带一路;回购增持再贷款概念;光伏建筑一体化;工业互联网;DeepSeek概念;沪股通;融资融券,17,11,600496.SH,600496
食品安全;西部大开发;国企改革,17,3,600793.SH,600793
Sora概念(文生视频);数据安全;财税数字化;华为鲲鹏;数据确权;知识产权保护;ChatGPT概念;电子身份证;国资云;AIGC概念;信创;鸿蒙概念;AI智能体;网络安全;阿里巴巴概念;腾讯概念;数字货币;国产操作系统;数据要素;区块链;元宇宙;人脸识别;数字乡村;DeepSeek概念;数字经济;车联网(车路协同);东数西算(算力);人工智能;职业教育;智慧城市;EDR概念;安防;华为概念;低空经济;数据中心;无人机;军工;智能穿戴;食品安全;机器人概念;AI眼镜;AI应用;福建自贸区;海峡两岸;消费电子概念;国企改革;央企国企改革;深股通;融资融券,33,49,300188.SZ,300188
脑机接口;东数西算(算力);毫米波雷达;芯片概念;智慧城市;数据中心;数字经济;创投;建筑节能;深圳国企改革;锂电池概念;物业管理;可降解塑料;冷链物流;国企改革;深股通;融资融券,33,17,002243.SZ,002243
基因测序;细胞免疫治疗;猴痘概念;医疗器械概念;重组蛋白;医药电商;合成生物;减肥药;跨境电商;海峡两岸;融资融券,33,11,301166.SZ,301166
算力租赁;云办公;云计算;数据安全;智慧政务;抖音概念(字节概念);网络安全;腾讯概念;东数西算(算力);信创;阿里巴巴概念;百度概念;区块链;AI智能体;DeepSeek概念;智慧城市;智能医疗;数据中心;数字经济;人工智能;互联网金融;华为概念;工业互联网;粤港澳大湾区;一带一路;融资融券,33,26,300921.SZ,300921
华为概念;跨境电商;智能物流;比亚迪概念;特斯拉概念;融资融券,33,6,301198.SZ,301198
商业航天;卫星导航;6G概念;无人机;低空经济;WiFi 6;毫米波雷达;车联网(车路协同);柔性屏(折叠屏);芯片概念;虚拟现实;5G;同花顺果指数;华为概念;智能音箱;智能穿戴;物联网;AI眼镜;无线充电;消费电子概念;机器人概念;富士康概念;苹果概念;无线耳机;汽车电子;特斯拉概念;海峡两岸;粤港澳大湾区;一带一路;回购增持再贷款概念;人民币贬值受益;深股通;融资融券,33,33,300136.SZ,300136
冰雪产业;旅游概念;网约车;体育产业;特色小镇;国企改革;融资融券;沪股通,17,8,603099.SH,603099
丙烯酸;融资融券,33,2,301037.SZ,301037
三胎概念;合成生物;跨境电商;消毒剂;沪股通;融资融券,17,6,600315.SH,600315
新型工业化;机器人概念;长安汽车概念;特斯拉概念;比亚迪概念;车联网(车路协同);工业互联网;无人驾驶;智能物流;军工;专精特新;人工智能;高端装备;芯片概念;宁德时代概念;智能电网;融资融券;深股通,33,18,300276.SZ,300276
成飞概念;商业航天;大飞机;光伏概念;军工;飞行汽车(eVTOL);新能源汽车;碳纤维;高铁;锂电池概念;京津冀一体化;融资融券,17,12,688033.SH,688033
智慧政务;云办公;云计算;信创;算力租赁;区块链;数字货币;鸿蒙概念;ChatGPT概念;元宇宙;腾讯概念;数据要素;百度概念;阿里巴巴概念;AIGC概念;东数西算(算力);语音技术;DeepSeek概念;人工智能;物联网;华为概念;智能医疗;数据中心;养老概念;5G;无人机;跨境电商;机器人概念;三胎概念;比亚迪概念;AI应用;一带一路;深股通;融资融券,33,34,002123.SZ,002123
医疗废物处理;固废处理;碳中和;一带一路;燃料电池;充电桩;氢能源;超超临界发电;钠离子电池,17,9,603177.SH,603177
网约车;上海国企改革;旅游概念;上海自贸区;数字经济;无人驾驶;自由贸易港;冷链物流;预制菜;参股券商;国企改革;航运概念;沪股通,17,13,600650.SH,600650
养老概念;国企改革;家用电器;充电桩;抖音概念(字节概念),17,5,600858.SH,600858
免税店;预制菜;广东自贸区;物业管理;农村电商;IP经济(谷子经济);网红经济;创投;国企改革;粤港澳大湾区;深股通,33,11,002187.SZ,002187
光伏建筑一体化;绿色电力,17,2,603022.SH,603022
减速器;人形机器人;飞行汽车(eVTOL);低空经济;机器人概念;农机;专精特新;新能源汽车;智能座舱;深股通;融资融券,33,11,301368.SZ,301368
C2M概念;黄金概念;IP经济(谷子经济);共同富裕示范区;小金属概念;参股银行;HJT电池;光伏概念;TOPCON电池;租售同权;融资融券,33,11,002574.SZ,002574
创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,33,7,002755.SZ,002755
AI应用;ChatGPT概念;AIGC概念;ERP概念;AI智能体;财税数字化;华为鲲鹏;云计算;智慧政务;阿里巴巴概念;鸿蒙概念;信创;区块链;网络安全;智能医疗;DeepSeek概念;数字经济;中国AI 50;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;证金持股;同花顺漂亮100;沪股通;融资融券,17,29,600588.SH,600588
数字货币;移动支付;数据确权;财税数字化;区块链;鸿蒙概念;互联网金融;智慧政务;华为鲲鹏;信创;百度概念;Web3.0;AI智能体;腾讯概念;阿里巴巴概念;ChatGPT概念;元宇宙;在线教育;智谱AI;语音技术;虚拟数字人;多模态AI;数字经济;AIGC概念;智慧城市;算力租赁;DeepSeek概念;人工智能;东数西算(算力);华为概念;智能座舱;工业互联网;短剧游戏;京津冀一体化;数据中心;化债概念(AMC概念);AI应用;期货概念;深股通;融资融券,33,40,002657.SZ,002657
华为昇腾;MLOps概念;多模态AI;智慧政务;AI智能体;数据要素;元宇宙;人脸识别;空间计算;DeepSeek概念;人工智能;车联网(车路协同);智慧城市;虚拟现实;互联网金融;华为概念;AI PC;机器视觉;智能穿戴;无人机;无人驾驶;军工;机器人概念;体育产业;高铁;融资融券,17,26,688207.SH,688207
水利;土壤修复;污水处理;净水概念;碳中和;人工智能;融资融券,33,7,300864.SZ,300864
数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,151,13,920198.BJ,920198
专精特新;污水处理;净水概念;京津冀一体化;DeepSeek概念;碳中和;AI智能体;融资融券,17,8,688466.SH,688466
创新药;沪股通;融资融券,17,3,688505.SH,688505
免税店;海南自贸区;自由贸易港;物业管理;跨境电商;土地流转;国企改革;低空经济;融资融券;沪股通,17,10,600515.SH,600515
2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,151,10,920425.BJ,920425
细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;生物疫苗;医药电商;智能医疗;人工智能;华为概念;融资融券;沪股通,17,11,688658.SH,688658
光伏建筑一体化;绿色电力;虚拟电厂;光伏概念;储能;充电桩;回购增持再贷款概念;长三角一体化;共同富裕示范区;沪股通;融资融券,17,11,603105.SH,603105
仿制药一致性评价;创新药;医药电商;维生素;肝炎概念;基因测序;民营医院;黑龙江自贸区;2025年报预增;深股通;融资融券,33,11,002437.SZ,002437
智能医疗;猴痘概念;辅助生殖;阿尔茨海默概念;幽门螺杆菌概念;重组蛋白;肝炎概念;流感;医药电商;沪股通;融资融券,17,11,688253.SH,688253
眼科医疗;医美概念;沪股通;融资融券,17,4,688366.SH,688366
黄金概念;共同富裕示范区;元宇宙;IP经济(谷子经济);NFT概念;深股通;融资融券,33,7,300945.SZ,300945
创新药;医药电商;融资融券,17,3,688373.SH,688373
数字货币;移动支付;电子身份证;互联网金融;财税数字化;蚂蚁集团概念;区块链;数据确权;华为鲲鹏;鸿蒙概念;华为盘古;数据要素;信创;跨境支付(CIPS);数据安全;华为欧拉;Web3.0;百度概念;华为昇腾;AI智能体;网络安全;数字乡村;云计算;智慧城市;数字经济;腾讯概念;无人零售;虚拟数字人;阿里巴巴概念;智谱AI;DeepSeek概念;人工智能;物联网;东数西算(算力);华为概念;京津冀一体化;量子科技;创投;化债概念(AMC概念);商业航天;小米概念;数据中心;乡村振兴;芯片概念;AI应用;脑机接口;深股通;融资融券,33,48,300663.SZ,300663
合成生物;维生素;医疗器械概念;阿尔茨海默概念;医美概念;创投;2025年报预增;融资融券,33,8,301258.SZ,301258
军工信息化;商业航天;卫星导航;军民融合;军工;无人机;低空经济;MR(混合现实);5G;海工装备;芯片概念;安防;网络安全;多模态AI;华为概念;虚拟现实;数据安全;信创;华为欧拉;智慧政务;人工智能;华为鲲鹏;元宇宙;海峡两岸;数字经济;福建自贸区;DeepSeek概念;央企国企改革;风电;乡村振兴;国企改革;深股通;融资融券,33,33,000547.SZ,000547
冰雪产业;旅游概念;AI应用;IP经济(谷子经济);体育产业;露营经济;足球概念;区块链;跨境支付(CIPS);AI智能体;阿里巴巴概念;互联网金融;宠物经济;乡村振兴;人工智能;京津冀一体化;一带一路;深股通;融资融券,33,19,002707.SZ,002707
钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通,17,8,600586.SH,600586
MiniLED;比亚迪概念;专精特新;华为概念;固态电池;锂电池概念;储能;DeepSeek概念;POE胶膜;沪股通;融资融券,17,11,688299.SH,688299
绿色电力;光热发电;风电;储能;新疆振兴;国企改革;央企国企改革;京津冀一体化;深股通;融资融券,33,10,000537.SZ,000537
HJT电池;钙钛矿电池;TOPCON电池;光伏概念;储能;高端装备;特斯拉概念;无人机;新能源汽车;机器人概念;智能物流;ST板块;锂电池概念;人工智能;独角兽概念;回购增持再贷款概念,33,16,000821.SZ,000821
锂电池概念;深股通;融资融券,33,3,300641.SZ,300641
空气能热泵;家用电器;专精特新;液冷服务器;数据中心;融资融券,33,6,301399.SZ,301399
装配式建筑;房屋检测;新型城镇化;地下管网;国企改革;水利;雅下水电概念;西部大开发;工业互联网;沪股通,17,10,600939.SH,600939
专精特新;一带一路;沪股通,17,3,605183.SH,605183
雅下水电概念;风电;融资融券;物联网;水利;核电;机器视觉;智慧城市;数据要素;数字孪生;抽水蓄能;光纤概念;信创;京津冀一体化;传感器;专精特新,151,16,920879.BJ,920879
商业航天;军民融合;国产航母;中字头股票;军工;核电;高端装备;央企国企改革;风电;工业母机;一带一路;金属镍;国企改革;黑龙江自贸区;特斯拉概念;小金属概念;同花顺中特估100;沪股通;融资融券,17,19,601106.SH,601106
电子身份证;财税数字化;国产操作系统;数字货币;智慧政务;人脸识别;语音技术;移动支付;华为鲲鹏;云计算;智慧城市;百度概念;网络安全;数据要素;信创;数字经济;ChatGPT概念;AI智能体;车联网(车路协同);华为昇腾;安防;智慧灯杆;AIGC概念;DeepSeek概念;东数西算(算力);人工智能;独角兽概念;华为概念;工业互联网;机器视觉;智能医疗;低空经济;高铁;机器人概念;专精特新;无人机;5G;AI应用;国企改革;融资融券,33,40,300479.SZ,300479
有机硅概念;固态电池;锂电池概念;宁德时代概念;硅能源;比亚迪概念;芯片概念;新能源汽车;光伏概念;小米概念;5G;可控核聚变;长安汽车概念;核电;无人机;军工;高铁;商业航天;特高压;水利;装配式建筑;西部大开发;雄安新区;深股通;融资融券,33,25,300019.SZ,300019
AI应用;幽门螺杆菌概念;流感;维生素;医药电商;合成生物;仿制药一致性评价;智能医疗;小金属概念;医疗器械概念;消毒剂;锂电池概念;人工智能;深股通;融资融券,33,15,300267.SZ,300267
DRG/DIP;虚拟数字人;华为盘古;家庭医生;AI智能体;在线教育;数据要素;智慧政务;财税数字化;华为鲲鹏;互联网保险;信创;时空大数据;MLOps概念;数字乡村;鸿蒙概念;区块链;人工智能;DeepSeek概念;网络安全;数字经济;电子身份证;智能医疗;智慧城市;移动支付;养老概念;算力租赁;安防;华为概念;AI应用;机器人概念;数据中心;乡村振兴;深股通;融资融券,33,35,300168.SZ,300168
融资融券;宠物经济;合成生物,151,3,920275.BJ,920275
数字乡村;融资融券;股权转让(并购重组);物联网;水利;国企改革;农机;乡村振兴;专精特新,151,9,920964.BJ,920964
无人零售;福建自贸区;海峡两岸;IP经济(谷子经济);智慧城市;互联网金融;创投;数字经济;智能物流;车联网(车路协同);军工信息化;低空经济;物联网;无人机;华为汽车;Web3.0;小米汽车;专精特新;AIGC概念;一带一路;统一大市场;国企改革;小米概念;石墨烯;MiniLED;金属镍;小金属概念;金属铜,33,28,000701.SZ,000701
